IID	FID	SUPERPOP	DATASET	ASSAY	BUILD
HG04238	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
HG04239	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20845	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20846	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20847	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20849	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20850	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20851	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20852	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20853	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20854	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20856	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20858	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20859	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20861	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20862	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20863	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20864	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20866	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20867	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20868	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20869	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20870	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20872	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20874	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20875	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20876	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20877	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20878	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20881	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20882	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20884	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20885	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20886	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20887	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20888	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20889	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20890	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20891	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20892	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20894	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20895	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20896	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20897	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20899	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20901	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20902	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20903	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20904	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20905	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20906	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20908	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20910	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA20911	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21086	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21087	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21088	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21089	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21090	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21091	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21092	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21093	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21094	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21095	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21097	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21098	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21099	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21100	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21101	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21102	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21103	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21104	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21105	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21106	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21107	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21108	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21109	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21110	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21111	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21112	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21113	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21114	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21115	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21116	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21117	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21118	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21119	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21120	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21122	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21123	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21124	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21125	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21126	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21127	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21128	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21129	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21130	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21133	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21137	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21141	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21142	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21143	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
NA21144	NA	SAS	1000g_phase3_wgs	WGS	GRCh38
HGDP00135	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00214	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01298	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00103	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00359	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00136	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00105	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00127	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00130	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00167	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00005	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00163	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00346	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00057	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00213	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00165	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01300	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00279	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00056	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00288	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00341	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00001	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00218	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00062	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00009	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00118	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00319	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00382	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00376	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00364	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00100	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00099	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00371	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00108	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00109	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00356	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00392	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00104	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00351	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00372	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00021	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00039	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00060	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00035	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00234	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00110	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00173	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00106	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00285	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00047	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00049	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00031	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00438	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00199	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00313	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00066	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00239	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00013	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00323	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00070	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00262	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00224	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00304	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00098	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00043	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00181	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00247	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00445	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00423	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00189	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00243	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00033	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00011	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00210	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00082	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00258	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00315	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00052	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00074	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00185	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00072	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00192	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00244	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00277	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00412	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00092	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00228	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00264	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00290	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00330	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00003	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00417	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00025	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00139	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00205	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00183	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00402	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00169	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00080	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00096	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00015	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00141	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00086	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00298	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00146	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00251	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00150	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00226	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00309	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00153	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00088	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00145	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00134	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00137	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00201	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00154	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00143	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00177	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00078	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00149	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00158	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00094	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00151	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00133	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00076	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00140	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00148	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00155	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00131	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00144	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00161	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00248	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00254	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00179	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00241	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00045	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00326	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00120	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00175	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00333	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00121	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00388	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00037	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00307	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00407	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00259	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00054	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00191	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00311	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00230	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00068	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00029	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00017	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00444	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00197	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00171	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00041	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00023	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00433	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00397	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00237	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00302	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01301	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00187	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00274	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00281	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00064	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00222	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00007	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00206	NA	SAS	hgdp_highcov_wgs	WGS	GRCh38
