IID	FID	SUPERPOP	DATASET	ASSAY	BUILD
HG03583	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18486	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18487	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18488	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18489	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18498	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18499	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18501	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18502	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18504	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18505	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18507	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18508	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18510	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18511	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18516	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18517	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18519	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18520	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18522	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18523	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18852	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18853	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18855	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18856	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18858	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18859	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18861	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18862	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18864	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18865	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18867	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18868	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18870	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18871	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18873	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18874	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18876	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18877	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18878	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18879	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18881	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18907	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18908	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18909	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18910	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18912	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18913	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18915	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18916	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18917	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18923	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18924	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18933	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA18934	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19017	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19019	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19020	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19023	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19024	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19025	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19026	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19027	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19028	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19030	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19031	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19035	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19036	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19037	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19038	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19041	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19043	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19092	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19093	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19095	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19096	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19098	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19099	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19101	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19102	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19107	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19108	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19113	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19114	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19116	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19117	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19118	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19119	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19121	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19122	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19127	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19128	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19130	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19131	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19137	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19138	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19140	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19141	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19143	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19144	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19146	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19147	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19149	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19150	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19152	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19153	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19159	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19160	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19171	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19172	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19175	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19176	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19184	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19185	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19189	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19190	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19197	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19198	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19200	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19201	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19203	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19204	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19206	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19207	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19209	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19210	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19213	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19214	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19222	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19223	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19225	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19226	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19235	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19236	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19239	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19247	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19248	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19256	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19257	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19307	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19308	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19309	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19310	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19312	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19314	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19315	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19316	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19317	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19318	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19319	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19320	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19321	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19323	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19324	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19327	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19328	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19331	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19332	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19338	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19346	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19347	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19350	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19351	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19355	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19360	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19372	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19374	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19375	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19376	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19377	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19378	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19379	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19380	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19383	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19384	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19385	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19390	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19391	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19393	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19394	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19395	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19397	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19399	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19401	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19403	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19404	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19428	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19429	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19430	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19431	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19434	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19435	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19436	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19437	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19438	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19439	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19440	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19443	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19445	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19446	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19448	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19449	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19451	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19452	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19454	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19455	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19456	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19457	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19461	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19462	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19463	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19466	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19467	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19468	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19471	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19472	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19473	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19474	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19475	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19625	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19700	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19701	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19703	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19704	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19707	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19711	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19712	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19713	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19818	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19819	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19834	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19835	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19900	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19901	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19904	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19908	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19909	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19914	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19916	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19917	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19920	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19921	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19922	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19923	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19982	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA19984	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20126	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20127	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20276	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20278	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20281	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20282	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20287	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20289	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20291	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20294	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20296	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20298	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20299	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20314	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20317	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20320	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20332	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20334	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20339	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20340	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20342	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20346	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20348	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20351	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20356	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20357	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20359	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
NA20412	NA	AFR	1000g_phase3_wgs	WGS	GRCh38
HGDP01201	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00479	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01408	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00471	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01411	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00937	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01094	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00469	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00475	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00473	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01405	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00470	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00458	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00904	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01200	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00452	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00459	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00914	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00942	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01031	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00944	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01406	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00907	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01202	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00908	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00940	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00911	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00464	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00929	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00986	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00941	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00934	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00462	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00453	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00935	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00943	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01412	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00994	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01283	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00993	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00918	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00985	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00910	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00472	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00450	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00905	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01285	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00463	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00931	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00466	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00467	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00933	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01086	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00924	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00920	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00925	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00938	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00478	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00939	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01029	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01081	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01415	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01419	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00992	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00926	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00460	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00930	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00984	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01416	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01033	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01090	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00917	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00912	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00621	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00909	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01270	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00906	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00454	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00455	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01271	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00913	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01261	NA	AFR	hgdp_highcov_wgs	WGS	GRCh38
