IID	FID	SUPERPOP	DATASET	ASSAY	BUILD
NA12829	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA12830	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA12842	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA12843	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA12872	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA12873	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA12874	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA12875	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA12889	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA12890	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA12891	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA12892	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20502	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20503	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20504	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20505	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20506	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20507	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20508	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20509	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20510	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20511	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20512	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20513	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20514	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20515	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20516	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20517	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20518	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20519	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20520	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20521	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20522	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20524	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20525	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20527	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20528	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20529	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20530	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20531	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20532	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20533	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20534	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20535	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20536	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20538	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20539	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20540	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20541	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20542	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20543	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20544	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20581	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20582	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20585	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20586	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20587	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20588	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20589	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20752	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20753	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20754	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20755	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20756	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20757	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20758	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20759	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20760	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20761	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20762	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20763	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20764	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20765	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20766	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20767	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20768	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20769	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20770	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20771	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20772	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20773	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20774	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20775	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20778	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20783	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20785	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20786	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20787	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20790	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20792	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20795	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20796	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20797	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20798	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20799	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20800	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20801	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20802	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20803	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20804	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20805	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20806	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20807	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20808	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20809	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20810	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20811	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20812	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20813	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20814	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20815	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20818	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20819	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20821	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20822	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20826	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20827	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20828	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
NA20832	NA	EUR	1000g_phase3_wgs	WGS	GRCh38
HGDP01385	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01396	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01383	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01361	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01358	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01359	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00536	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00539	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00879	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00902	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00519	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00512	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01357	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00880	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00513	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00900	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00898	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00527	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01363	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00524	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00511	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01404	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01384	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00899	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00901	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00886	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01388	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01360	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00520	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00522	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00535	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00523	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00518	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00531	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00537	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00528	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00516	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00895	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00891	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01362	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00529	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00883	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00515	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00882	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00538	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01400	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01398	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01382	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00884	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01376	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00889	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01397	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00896	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01386	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00525	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00890	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01403	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00893	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00897	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00517	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00799	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00885	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00892	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00888	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01074	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00881	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00671	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00514	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00894	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01164	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01156	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01073	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01399	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00797	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01375	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01065	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01066	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00808	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01166	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00807	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01387	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01367	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00534	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00670	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01071	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00668	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00803	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00794	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01173	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00674	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01068	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01075	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01366	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01070	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00800	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01171	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01169	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00802	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01149	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01155	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00667	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01161	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01063	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01067	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01167	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01069	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01152	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01369	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00810	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00673	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01379	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00669	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01072	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01162	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00672	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01378	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00805	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01373	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01370	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01077	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01174	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01372	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01151	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01377	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00666	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00806	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01177	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00804	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01380	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP00795	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01374	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
HGDP01062	NA	EUR	hgdp_highcov_wgs	WGS	GRCh38
