IID	FID	SUPERPOP	DATASET	ASSAY	BUILD
NA18943	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18944	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18945	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18946	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18947	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18948	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18949	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18950	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18951	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18952	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18953	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18954	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18956	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18957	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18959	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18960	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18961	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18962	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18963	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18964	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18965	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18966	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18967	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18968	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18969	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18970	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18971	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18972	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18973	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18974	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18975	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18976	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18977	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18978	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18979	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18980	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18981	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18982	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18983	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18984	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18985	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18986	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18987	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18988	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18989	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18990	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18991	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18992	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18993	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18994	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18995	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18997	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18998	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA18999	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19000	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19001	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19002	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19003	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19004	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19005	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19006	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19007	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19009	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19010	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19011	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19012	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19054	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19055	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19056	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19057	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19058	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19059	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19060	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19062	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19063	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19064	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19065	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19066	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19067	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19068	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19070	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19072	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19074	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19075	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19076	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19077	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19078	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19079	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19080	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19081	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19082	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19083	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19084	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19085	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19086	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19087	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19088	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19089	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19090	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
NA19091	NA	EAS	1000g_phase3_wgs	WGS	GRCh38
HGDP01189	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01216	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01244	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01243	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01096	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00711	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00948	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00714	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00945	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00947	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01192	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01225	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01190	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00781	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00782	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01245	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00820	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01214	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01186	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01310	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00821	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00777	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01327	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01099	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00972	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01313	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00813	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00814	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00971	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01296	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01330	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00812	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01213	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01340	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00811	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01021	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01289	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01023	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00776	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00774	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00815	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00779	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00818	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00784	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01318	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01100	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01290	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00975	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00974	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01196	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00786	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01181	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01354	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01294	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01352	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01348	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01322	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00977	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00780	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01287	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01292	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00976	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01224	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01184	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01334	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01321	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01101	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01353	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00817	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01180	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01195	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01341	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01319	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01311	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01193	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01104	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01187	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01347	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01197	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01349	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01351	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01328	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01295	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01288	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01329	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00747	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01293	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00973	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00762	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01185	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01331	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01103	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01317	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01346	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01342	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01238	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01326	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01356	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00958	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01247	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00766	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01233	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01207	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01336	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00819	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00946	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01332	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01337	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01222	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01291	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01183	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00822	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00755	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00966	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00716	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01182	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01230	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00965	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01194	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00954	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01234	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00712	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00962	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00754	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01232	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01102	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01204	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01206	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00772	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00758	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00765	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00750	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01229	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01237	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00756	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00751	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00828	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00790	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00963	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01221	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01209	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00950	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00719	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01249	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01218	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01251	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00960	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00964	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00771	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00957	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00968	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01220	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01212	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00761	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01205	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01241	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00760	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00961	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00769	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00757	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00952	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01231	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00969	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00764	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00791	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01227	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01236	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00955	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00767	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01248	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00752	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00753	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01217	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00759	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01309	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01239	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00748	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00959	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP01302	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
HGDP00967	NA	EAS	hgdp_highcov_wgs	WGS	GRCh38
